Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
Saudi Arabia,Africa,Low,34111214,85.4,30,52.52,6813,40068,14.39,26.54,1.39,56.45,17.19,29.63,58,65.8,57.14,Primary,16938201,36527,6797,215.65,40.13,18.61
Saudi Arabia,Asia,Low,96011477,51.1,26,62.47,3291,32577,30.74,20.4,9.48,65.61,40.72,49.79,36,88.87,82.85,Secondary,47675280,102813,19133,215.65,40.13,18.61
South Africa,Africa,High,73697522,88.79,43,32.07,6114,30122,14.14,21.01,10.05,20.38,41.4,38.61,32,94.11,81.1,Secondary,36595104,78918,14686,215.65,40.13,18.61
Mexico,South America,High,99799835,76.13,46,57.41,4764,26388,37.19,13.72,5.53,33.17,25.31,53.28,50,74.48,49.32,Secondary,49556420,106870,19888,215.65,40.13,18.61
South Korea,Oceania,Low,79643337,63.69,47,26.19,2224,22801,25.94,12.38,2.68,63.88,29.82,42.19,58,89.59,45.35,Primary,39547547,85286,15871,215.65,40.13,18.61
United Kingdom,South America,Medium,4178703,30.55,28,89.22,8825,37215,31.45,36.44,13.78,74.28,45.13,40.12,68,79.05,46.59,Primary,2074968,4474,832,215.62,40.1,18.6
Italy,Africa,High,75127490,78.82,32,58.72,783,24364,48.61,15.52,5.72,34.43,39.28,55.38,51,88.66,68.37,Secondary,37305166,80450,14971,215.65,40.13,18.61
Nigeria,Oceania,Low,62818793,66.75,35,32.56,2314,41212,43.38,38.67,11.39,40.69,23.38,51.52,68,81.69,85.1,Secondary,31193183,67269,12518,215.65,40.13,18.61
Brazil,Oceania,Low,49386151,69.53,28,38.62,6749,5345,34.72,20.27,6.77,24.45,41.03,84.05,47,89.74,77.49,Tertiary,24523095,52885,9841,215.65,40.13,18.61
Russia,Oceania,Low,83168282,68,26,65.61,4907,31865,47.73,13.91,9.29,51.91,12.74,83.79,38,96.06,47.86,Primary,41297887,89060,16573,215.65,40.13,18.61
Bangladesh,South America,High,84050713,49.62,37,57.62,6385,26632,15.13,12.15,8.76,57.92,47.13,21,48,98.32,34.03,Primary,41736065,90005,16749,215.65,40.13,18.61
United Kingdom,South America,Medium,8884018,85.22,28,65.58,7687,8023,30.61,37.36,3.08,27.18,20.63,30.58,47,78.86,52.91,Secondary,4411431,9513,1770,215.64,40.12,18.61
Mexico,North America,Medium,21488054,30.43,20,68.15,7693,36756,32.46,31.95,4.63,45.96,28.33,74.46,65,64.8,34.91,Tertiary,10670068,23010,4282,215.65,40.13,18.61
Saudi Arabia,Europe,Medium,84919127,55.47,22,58.44,7066,39537,7.36,9.52,8.94,31.22,43.88,58.96,37,75.42,51.53,Secondary,42167283,90935,16922,215.65,40.13,18.61
Australia,South America,High,27204187,56.93,22,33.93,1254,18696,42.58,20.38,4.97,21.49,49.97,80.28,69,77.08,27.69,Tertiary,13508460,29131,5421,215.65,40.13,18.61
Brazil,Europe,High,139860337,65.61,31,68.61,5642,48362,18.08,32.88,5.69,50.08,15.77,25.97,35,56.49,60.37,Secondary,69448788,149769,27871,215.65,40.13,18.61
Mexico,Oceania,Low,43430628,88.29,44,28.45,9377,39353,17.39,37.75,2.45,31.92,26.54,78.49,67,72.98,27.41,Primary,21565831,46507,8654,215.65,40.13,18.61
United Kingdom,Africa,Low,119973496,46.83,31,45.18,6273,20154,49.13,35.95,9.02,74.49,27.84,25.64,54,91.82,80.89,Tertiary,59573816,128473,23908,215.65,40.13,18.61
South Korea,Asia,High,135516838,13.96,46,74.53,1748,39074,46.43,23.75,12.82,28.27,29.04,42.54,39,58.71,81.57,Tertiary,67291989,145118,27005,215.65,40.13,18.61
Pakistan,North America,Low,63468951,58.41,33,22.91,9610,25068,43.78,39.97,13.91,22.67,22.23,63.63,36,60.09,27.13,Secondary,31516024,67965,12647,215.65,40.13,18.61
China,South America,Medium,52525104,16.97,23,35.37,8541,41838,29.88,31.79,8.53,28.3,14.98,24.92,32,73.61,45.42,Primary,26081768,56246,10467,215.65,40.13,18.61
South Africa,Europe,Medium,115079079,66.02,36,22.7,6495,35593,6.01,24.07,5.84,51.49,27.2,80.42,42,93.01,82.5,Primary,57143453,123232,22932,215.65,40.13,18.61
Mexico,Oceania,High,45465321,48.03,46,81.59,4376,7508,43.05,9.52,10.4,51.72,11.14,37.33,68,61.97,88.34,Primary,22576175,48686,9060,215.65,40.13,18.61
Vietnam,Asia,Low,196446682,14.28,47,52.48,9159,15740,12.38,5.61,13.64,54.27,42.02,35.86,45,94.22,49.17,Primary,97547199,210364,39147,215.65,40.13,18.61
Egypt,Oceania,High,93692879,29.98,41,63.61,460,2955,12.87,32.25,2.08,55.01,48.84,69.49,48,74.57,83.86,Secondary,46523961,100330,18670,215.65,40.13,18.61
Germany,South America,Medium,159811978,54.94,42,84.48,4146,39205,8.28,13.26,5.91,45.99,15.55,66.97,49,83.79,53.04,Tertiary,79355938,171134,31847,215.65,40.13,18.61
Canada,Asia,Medium,131993602,12.45,33,70.56,7818,40352,35.43,26.05,11.72,20.87,32.06,75.72,39,78.09,83.08,Secondary,65542497,141345,26303,215.65,40.13,18.61
Canada,South America,High,25727125,25.26,21,89.18,3600,41149,40.29,35.19,7.54,30.39,40.53,67.22,62,89.3,61.22,Primary,12775013,27549,5126,215.65,40.13,18.61
Nigeria,Africa,Low,13332059,45.2,34,56.67,3192,10684,9.98,7.91,14.53,20.47,38.8,26.57,59,67.62,69.13,Secondary,6620142,14276,2656,215.64,40.12,18.6
Australia,North America,Low,18362761,48.5,35,62.78,4367,16451,10.71,26.74,14.44,54.35,32.13,53.76,41,86.84,31.29,Secondary,9118178,19663,3659,215.65,40.13,18.61
Bangladesh,North America,Low,136923681,31.01,36,25.52,7507,2725,34.34,18.47,2.66,49.46,44.69,86.88,65,97.8,33.08,Tertiary,67990568,146624,27286,215.65,40.13,18.61
Vietnam,Oceania,High,144790067,58.17,23,72.65,3745,35241,6.33,30.14,0.01,60.82,22.27,85.38,47,73.17,38.64,Tertiary,71896686,155048,28853,215.65,40.13,18.61
United Kingdom,North America,Medium,188025887,36.81,49,63.42,5134,14596,17.49,32.52,8.56,31.34,15,59.9,36,78.17,64.45,Secondary,93365784,201347,37469,215.65,40.13,18.61
India,Europe,High,109750165,64.28,42,63.3,543,12684,5.27,39.89,13.96,22.67,33.64,42.99,40,87.17,78.09,Primary,54497337,117525,21870,215.65,40.13,18.61
India,Africa,Medium,127423824,63.99,33,59.71,5141,45710,39.13,34.27,2.42,38.51,10.69,39.52,47,79.64,52.43,Primary,63273337,136451,25392,215.65,40.13,18.61
Vietnam,Africa,Low,124579304,59.72,46,59.71,2572,27276,37.24,31.35,13.29,32.07,24.66,80.95,48,57.14,36.32,Primary,61860867,133405,24826,215.65,40.13,18.61
Vietnam,South America,Low,55642474,22.43,39,54.09,7946,43111,12.99,24.49,5.11,58.99,42.9,22.98,56,78.84,58.23,Secondary,27629723,59584,11088,215.65,40.13,18.61
Nigeria,North America,Medium,77437095,75.6,26,29.75,8087,6629,31.5,10.7,3.07,65.27,41.34,30.72,68,78.24,44.88,Secondary,38452019,82923,15431,215.65,40.13,18.61
Mexico,Asia,High,85725222,65.24,29,75.47,4625,43683,20.22,12.05,3.44,65.44,26.91,44.33,42,54.91,57.72,Tertiary,42567556,91798,17083,215.65,40.13,18.61
Japan,Oceania,High,89371450,61.75,27,73.43,300,23589,16.97,11.66,3.2,32.35,13.08,52.73,44,94.17,26.18,Primary,44378121,95703,17809,215.65,40.13,18.61
United States,Africa,Medium,73072783,88.34,31,83.66,2003,29666,42.79,26.85,4.46,48.25,34.82,51.52,37,81.37,20.44,Tertiary,36284885,78249,14561,215.65,40.13,18.61
United Kingdom,South America,Medium,106882714,37.35,44,47.64,8444,35753,9.07,13.16,4.39,65.34,20.25,50.23,42,64.03,34.8,Primary,53073481,114455,21299,215.65,40.13,18.61
Germany,Oceania,Low,9187181,49.95,37,25.1,2926,43935,46.94,31.02,6.5,32.5,37.44,22.61,53,59.49,82.04,Secondary,4561969,9838,1830,215.65,40.11,18.6
France,Asia,Medium,85018330,43.37,33,29.76,358,18753,14.88,19.14,10.4,71.67,39.76,31.25,42,72.93,48.82,Secondary,42216543,91041,16942,215.65,40.13,18.61
Japan,Europe,Low,2153895,50.83,20,52.52,683,22447,36.12,37.19,3.33,40.15,43.96,78.94,40,75.49,38.73,Tertiary,1069534,2306,429,215.61,40.11,18.6
Russia,Africa,High,5927645,54.73,36,56.31,5490,15297,22.57,23.18,14.09,38.95,16.83,40.2,35,55.17,87.32,Primary,2943420,6347,1181,215.63,40.12,18.61
India,Asia,High,92222432,69.45,47,39.79,2266,32626,41.53,31.62,11.62,72.71,31.35,77.63,59,71.05,87.63,Tertiary,45793799,98756,18378,215.65,40.13,18.61
South Korea,Europe,High,134540437,18.97,25,30.73,2678,33282,9.44,24.62,13.11,68.03,47.42,69.09,44,69.26,89.9,Primary,66807149,144072,26811,215.65,40.13,18.61
South Africa,Europe,High,163415918,11.65,36,89.79,8408,29344,5.38,7.13,11.26,58.59,47.59,76.65,43,52.77,24.54,Secondary,81145504,174993,32565,215.65,40.13,18.61
Canada,Africa,Medium,88299011,16.81,23,25.95,6344,20328,33.73,34.06,14.16,42.93,10.04,39.76,57,76.38,47.01,Secondary,43845592,94554,17596,215.65,40.13,18.61
Turkey,Oceania,High,84321158,82.64,46,71.51,3014,29210,24.19,24.58,5.41,26.94,26.1,29.92,49,87.71,46.82,Primary,41870357,90295,16803,215.65,40.13,18.61
Saudi Arabia,Africa,High,170928677,81.7,49,89.22,5684,45823,14.02,35.78,12.86,63.86,11.69,19.3,58,57.89,88.05,Tertiary,84876026,183038,34062,215.65,40.13,18.61
Pakistan,South America,Medium,104727824,89.37,24,52.96,4432,31405,46.46,14.93,9.92,50.61,11.8,20.99,30,91.89,32.02,Primary,52003453,112147,20870,215.65,40.13,18.61
Turkey,South America,Low,193585226,55.26,46,24.37,4169,24116,38.34,18.35,7.4,39.67,29.03,10.93,36,59.4,22.72,Tertiary,96126319,207300,38577,215.65,40.13,18.61
Japan,Oceania,Medium,53334565,19.15,42,89.99,3847,8989,17.4,12.96,2.49,75.39,41.39,54.8,38,88.52,23.01,Secondary,26483712,57113,10628,215.65,40.13,18.61
Nigeria,Asia,Low,4884077,42.4,49,33.23,958,39301,7.83,8.29,14.24,32.39,14.77,69.83,42,78.87,50.13,Primary,2425228,5230,973,215.65,40.12,18.6
Italy,South America,Low,198522502,26.64,24,55.83,4423,25739,29.78,31.24,3.45,24.3,27.89,27.39,46,86.44,22.64,Tertiary,98577964,212587,39561,215.65,40.13,18.61
Italy,North America,Low,107594994,12.47,37,20.71,177,38863,31.07,6.01,4.82,27.83,33.4,47.56,59,60.54,42.64,Primary,53427170,115218,21441,215.65,40.13,18.61
Nigeria,Oceania,Medium,148000383,89.23,26,24.09,7159,32464,14.32,24.01,0.57,55.46,30.31,47.33,66,92.93,43.03,Primary,73490795,158486,29493,215.65,40.13,18.61
Canada,South America,Low,140547238,34.89,45,72.07,1602,16271,41.12,20.91,6.65,21.19,37.77,69.1,66,58.99,27.34,Primary,69789875,150504,28008,215.65,40.13,18.61
United Kingdom,Oceania,Medium,164330802,35.21,27,31.41,7971,40107,38.86,13.51,12.09,46.97,13.82,23.66,56,54.75,20.69,Secondary,81599797,175973,32747,215.65,40.13,18.61
China,Asia,Medium,99890841,55.5,27,74.07,3280,3343,5.5,16.74,14.69,39.73,31.82,67.44,48,78.53,55.47,Secondary,49601610,106968,19906,215.65,40.13,18.61
United States,North America,High,153465240,33.3,30,61.22,610,4580,32.24,32.59,10.82,64.59,41.43,30.04,41,83.44,56.41,Primary,76204414,164338,30582,215.65,40.13,18.61
Italy,South America,High,59646980,55.51,48,88.78,2719,11121,16.07,32.92,14.02,46.25,38.7,76.94,67,93.43,82.64,Tertiary,29618193,63872,11886,215.65,40.13,18.61
Russia,Africa,Medium,172826793,52.42,20,31.24,3254,26534,15.43,9.97,1.71,74.6,25.8,53.86,57,97.14,75.15,Primary,85818551,185071,34440,215.65,40.13,18.61
Italy,South America,High,174664809,49.63,42,74.07,4887,30259,12.14,25.06,14.88,68.44,41.34,23.42,56,77.84,63.75,Secondary,86731232,187039,34807,215.65,40.13,18.61
Turkey,Europe,Medium,125419965,29.41,43,40.8,6979,29286,41.1,8.04,4.88,79.1,46.87,43.46,35,75.88,64.63,Secondary,62278304,134305,24993,215.65,40.13,18.61
Italy,South America,High,14413116,49.47,23,28.16,1284,15326,16.75,18.67,8.12,40.56,15.83,63.79,35,88.43,35.21,Tertiary,7156950,15434,2872,215.65,40.13,18.61
Italy,South America,High,164165037,86.64,34,66.36,7360,26507,40.83,38.01,2.89,49.58,36.46,74.35,61,59.32,71.02,Primary,81517485,175796,32714,215.65,40.13,18.61
China,Oceania,Medium,51069737,87.33,40,89.31,5293,11499,11.56,36.33,6.46,58.86,37.97,70.42,33,63.14,80.06,Tertiary,25359093,54688,10177,215.65,40.13,18.61
China,Asia,Medium,11703274,69.91,27,46.78,2138,28784,12.17,5.19,13.35,56.81,45.37,83.14,64,81.32,30.59,Secondary,5811355,12532,2332,215.65,40.13,18.61
Pakistan,South America,High,89714867,42.57,31,52.5,9173,19233,48.24,30.08,10.2,40.5,31.27,45.31,41,62.86,69.38,Primary,44548647,96071,17878,215.65,40.13,18.61
Bangladesh,Asia,High,36365461,66.94,45,84.6,1959,49447,8.19,22.18,11.14,66.19,11.02,22.35,32,98.95,43.77,Tertiary,18057565,38941,7246,215.65,40.13,18.61
Russia,Africa,High,53685584,22.83,47,55.52,7837,24874,5.55,33.63,3.77,38.76,41.91,77.07,38,87.81,85.34,Tertiary,26658013,57489,10698,215.65,40.13,18.61
India,Oceania,Low,153025759,66.2,36,82.04,2024,38928,14.19,35.6,10.22,59.9,46.62,30.64,63,94.79,60.83,Secondary,75986186,163867,30494,215.65,40.13,18.61
India,Africa,High,5408579,40.83,26,53.69,8147,22142,35.21,33.33,6.12,53.29,43.04,66.51,40,60.79,48.13,Tertiary,2685673,5791,1077,215.63,40.1,18.6
South Korea,North America,Low,108283866,80.63,47,20.02,5817,44585,38.16,26.35,3.77,73.69,22.07,88.37,41,93.65,29.21,Secondary,53769235,115955,21578,215.65,40.13,18.61
China,North America,High,179685677,38.17,38,89.96,7150,14489,6.03,31.84,1.19,56.71,29.07,36.37,44,95,34.57,Secondary,89224385,192416,35807,215.65,40.13,18.61
Egypt,Europe,High,12947079,64.55,48,33.91,7823,4506,15.86,10.3,1.53,50.64,17.91,47.08,67,62.49,71.57,Tertiary,6428977,13864,2580,215.65,40.13,18.61
Canada,South America,High,191988509,84.52,47,88.75,1715,14331,16.48,34.69,4.63,29.36,24.08,35.11,55,84.42,49.68,Tertiary,95333457,205590,38259,215.65,40.13,18.61
Germany,North America,High,140214924,53.17,43,80.55,4918,27934,46.46,32.57,5.15,37.34,30.31,80.3,51,68.07,44.05,Primary,69624862,150149,27942,215.65,40.13,18.61
Bangladesh,South America,Low,5085235,69.89,36,26.79,1858,30316,18.16,25.42,9.89,24.79,42,70.95,58,71.85,22.99,Primary,2525114,5445,1013,215.63,40.12,18.6
Brazil,Africa,Low,186619888,60.19,24,69.41,7755,47376,15.44,35.15,7.87,50.54,11.51,50.38,62,78.51,72.83,Primary,92667624,199841,37189,215.65,40.13,18.61
Bangladesh,North America,High,136355080,63.46,30,82.52,1898,3050,41.52,20.88,10.7,40.18,27.82,29.93,48,88.44,41.14,Primary,67708225,146015,27172,215.65,40.13,18.61
Australia,North America,Medium,92688785,75.18,33,79.05,1228,21039,14.2,17.2,8.71,46.87,16.39,54.97,53,50.15,52.81,Tertiary,46025370,99255,18470,215.65,40.13,18.61
Turkey,Europe,Medium,134969568,86.08,31,38.09,4682,43525,42.79,31.28,14.87,69.42,34.44,19.91,35,67.41,60.83,Primary,67020237,144532,26896,215.65,40.13,18.61
Italy,South America,Medium,112267811,31.18,39,21.13,6207,34115,25.7,24.95,9.74,51.92,46.6,12.46,57,63.7,73.07,Secondary,55747495,120221,22372,215.65,40.13,18.61
Germany,South America,Medium,44779672,47.72,32,65.61,6035,28537,21.93,34.95,12.58,20.33,22.41,16.29,50,77.85,20.85,Primary,22235710,47952,8923,215.65,40.13,18.61
Turkey,South America,Medium,121418406,41.15,23,42.96,106,9510,5.44,22.04,2.7,63.53,24.61,20.51,57,63.42,89.44,Secondary,60291297,130020,24196,215.65,40.13,18.61
Russia,Africa,Low,123806675,36.78,45,20.64,8758,32429,20.2,37.48,0.94,74.76,43.75,50.24,49,62.09,25.82,Secondary,61477212,132578,24672,215.65,40.13,18.61
Nigeria,North America,High,73988934,75.12,32,35.89,6106,25973,27.88,8.1,12.41,56.57,14.21,15.92,52,67.45,49.61,Tertiary,36739807,79231,14744,215.65,40.13,18.61
China,Europe,Medium,86720919,83.6,24,89.24,5183,30808,12.3,8.03,9.87,66.38,36.76,73.62,53,89.62,66.11,Primary,43061978,92865,17281,215.65,40.13,18.61
Germany,South America,Low,143499662,43.74,48,37.54,2428,24287,25.72,14.7,10.93,78.43,24.21,42.2,59,51.6,66.83,Primary,71255925,153666,28596,215.65,40.13,18.61
Pakistan,Asia,Medium,145363111,48.77,45,58.59,1221,39122,6.9,7.52,13.85,43.44,11.91,49.24,48,90.74,45.63,Secondary,72181236,155662,28967,215.65,40.13,18.61
Australia,North America,Low,96986794,25.11,35,30.8,819,26044,34.43,30.58,11.31,40.65,21.22,26.37,52,52.83,28.95,Tertiary,48159582,103858,19327,215.65,40.13,18.61
Argentina,Africa,Medium,190129805,83.56,31,21.87,6690,6369,32.14,13.53,4.42,71.37,48.57,21.61,46,87.68,53.4,Secondary,94410502,203600,37889,215.65,40.13,18.61
Argentina,Europe,Low,41754290,68.55,39,83.5,6360,33899,43.08,7.67,4.92,66.24,20.48,62.8,60,54.67,40.93,Secondary,20733432,44712,8320,215.65,40.13,18.61
India,Europe,Low,94392926,28.69,31,70.5,4527,44599,29.16,6.03,9.97,77.14,38.66,79.08,33,87.05,68.16,Primary,46871575,101080,18810,215.65,40.13,18.61
Japan,Oceania,High,134076128,10.51,44,64.32,8013,36855,10.27,5.97,9.02,29.26,13.01,21.22,67,55.47,69.74,Tertiary,66576592,143575,26718,215.65,40.13,18.61
Germany,Oceania,High,42078829,64.02,41,66.48,1169,1557,6.53,7.39,1.81,70.16,42.47,35.83,57,54.49,83.16,Tertiary,20894585,45060,8385,215.65,40.13,18.61
Argentina,South America,High,111299429,85.86,49,67.53,7943,4231,7.02,14.28,2.7,49.75,17.87,31.98,36,67.82,31.38,Primary,55266637,119184,22179,215.65,40.13,18.61
United States,Europe,Medium,137193802,84.68,37,65.71,8917,43370,22.39,17.07,2.19,41.05,27.28,85.67,67,64.58,47.88,Tertiary,68124699,146913,27339,215.65,40.13,18.61
Nigeria,Africa,Low,190035954,41.52,33,76.68,1273,13441,41.66,38.12,11.13,71.45,20.23,37.45,40,65.55,83.14,Tertiary,94363900,203499,37870,215.65,40.13,18.61
Brazil,Africa,Low,1966357,22.64,33,47.95,383,12764,49.96,15.87,2.59,58.39,30.14,35.57,57,54.95,62,Primary,976410,2105,391,215.59,40.04,18.57
South Korea,Africa,Low,108786022,20.85,37,58.57,9961,21272,16.11,27.11,6.62,29.08,25.12,15.2,35,51.07,21.62,Primary,54018584,116493,21678,215.65,40.13,18.61
United States,Africa,Medium,158462024,61.29,47,37.75,192,47189,15.98,38.79,8.26,57.95,19.61,70.05,67,96.11,25.8,Primary,78685608,169689,31578,215.65,40.13,18.61
South Korea,North America,Low,36366301,21.42,31,75.17,9680,26162,33.82,13.09,10.86,30.53,30.68,66.31,50,82.8,87.35,Primary,18057982,38942,7246,215.65,40.13,18.61
Nigeria,Africa,Low,84088673,24.26,24,67.82,6550,11769,34.46,20.1,9.66,40.22,42.99,28.02,35,88.02,40.34,Primary,41754915,90046,16757,215.65,40.13,18.61
United Kingdom,North America,High,36711837,33.59,20,84.27,7582,21490,23.47,25.88,5.3,53.27,20.9,36.09,63,88.93,26.28,Tertiary,18229561,39312,7315,215.65,40.13,18.61
Nigeria,Asia,Medium,44859643,85.14,42,38.68,8720,42359,15.96,26.66,0.9,52.89,33.09,36.81,56,60.72,89.15,Primary,22275420,48037,8939,215.65,40.13,18.61
Japan,Africa,High,1635626,54.02,20,65.33,6581,12059,31.9,14.85,1.7,73.82,39.27,12.17,60,55.57,56.98,Secondary,812183,1751,325,215.59,40.02,18.56
India,Africa,Low,28833601,41.19,25,72.92,3423,24843,33.94,24.77,4.85,47.23,27.36,63.43,57,55.17,62.98,Tertiary,14317559,30876,5745,215.65,40.13,18.61
France,South America,Medium,23500062,29.34,34,32.7,9838,14426,17.26,31.83,4.71,38.65,48.58,68.43,54,84.48,28.67,Tertiary,11669147,25165,4683,215.65,40.13,18.61
United Kingdom,Europe,Medium,20991855,80.13,41,30.8,4825,26236,33.7,26.53,14.49,57.15,44.03,67.04,56,74.71,39.1,Tertiary,10423676,22479,4183,215.65,40.13,18.61
Spain,Oceania,Low,155625395,84.06,47,54.59,5603,31032,28.12,33.6,10.89,49.18,36.45,70.33,68,54.02,73.53,Primary,77277056,166651,31012,215.65,40.13,18.61
France,Europe,High,132015265,65.85,44,46.08,6724,31151,49.34,15.95,8.09,31.65,21.12,86.22,35,63.45,60.1,Tertiary,65553254,141368,26307,215.65,40.13,18.61
India,Europe,High,102852906,60.64,41,47.05,3028,27604,22.71,15.21,1.31,32.6,16.82,82.04,41,63.88,21.31,Secondary,51072447,110139,20496,215.65,40.13,18.61
Australia,Europe,Low,26041694,59.76,41,89.01,7014,6750,16.41,35.15,11.48,45.98,40.74,42.27,55,60.18,74.05,Primary,12931215,27886,5189,215.65,40.13,18.61
Vietnam,North America,Medium,140476455,28.79,33,86.82,4938,27193,14.66,39.71,2.46,69.15,21.84,19.94,59,59.95,47.19,Primary,69754727,150429,27994,215.65,40.13,18.61
Vietnam,Asia,High,47359484,42.3,47,48.76,7993,27701,36.11,16.18,10.55,34.14,32.09,48.97,37,89.22,40.25,Primary,23516737,50714,9437,215.65,40.13,18.61
Spain,Oceania,Low,130966834,31.52,28,59.61,753,14551,27.37,30.59,0.78,71.31,30.26,58.64,36,64.7,83.11,Tertiary,65032647,140245,26098,215.65,40.13,18.61
Bangladesh,North America,Low,185002123,53.31,26,51.4,7739,43272,11.52,7.92,10.19,59.15,43.55,51.63,66,72.73,36.41,Secondary,91864310,198109,36867,215.65,40.13,18.61
South Africa,Africa,High,120756082,10.8,36,57.58,4489,8694,41.93,36.94,8.19,61.24,10.24,72,57,71.18,83.55,Tertiary,59962415,129311,24064,215.65,40.13,18.61
United States,North America,High,155613998,21.91,21,51.01,8004,36058,29.95,13.36,0.78,34.16,10.24,19.94,67,78.42,86.52,Secondary,77271397,166639,31010,215.65,40.13,18.61
United Kingdom,Oceania,Low,53990586,11.71,27,71.83,9059,42367,37.35,37.02,7.4,69.14,39.6,40.42,34,75.06,73.96,Tertiary,26809465,57815,10759,215.65,40.13,18.61
Argentina,Europe,High,93001790,28.31,28,37.36,4752,43548,46.58,28.62,12.91,54.8,37.94,36.47,41,65.02,53,Primary,46180795,99590,18533,215.65,40.13,18.61
Argentina,South America,Low,115333237,70.3,34,63.82,3771,32143,6.45,33.61,2.75,29.76,36.76,63.76,33,89.45,55.83,Secondary,57269657,123504,22983,215.65,40.13,18.61
Vietnam,Asia,High,151963143,54.76,25,34.94,2001,36270,44.92,34.15,6.8,21.04,11.09,79.55,67,95.01,63.63,Primary,75458535,162729,30283,215.65,40.13,18.61
Nigeria,Asia,High,181611231,85.93,23,29.43,9273,29502,32.1,32.29,14.94,31.05,29.12,21.96,65,85.57,47.23,Tertiary,90180535,194478,36191,215.65,40.13,18.61
Italy,North America,High,115177966,64.41,26,76.8,6294,4254,8.35,8.19,4.3,33.42,20.28,68.03,48,91.84,35.62,Secondary,57192556,123338,22952,215.65,40.13,18.61
China,Africa,High,176443710,39.49,26,51.38,8519,40394,16.06,17.84,4.55,34.05,18.59,47.59,65,93.04,60.33,Tertiary,87614560,188944,35161,215.65,40.13,18.61
India,Asia,High,185122885,82.16,34,58.21,5404,35011,19.49,21.68,1.48,23.31,24.96,37.1,30,98.5,82.54,Secondary,91924275,198238,36891,215.65,40.13,18.61
Argentina,Africa,High,22851627,67.24,33,38.43,8116,37402,49.8,29.9,6.87,76.37,28.28,65.72,37,50.06,84.5,Tertiary,11347161,24470,4553,215.65,40.12,18.61
Canada,South America,Medium,121399078,66.37,29,51.33,166,18056,45.74,13.36,4.38,44.62,17.82,28.08,65,54.27,26.62,Secondary,60281700,130000,24192,215.65,40.13,18.61
Russia,Asia,Medium,156312351,84.31,35,33.12,1676,8278,31.79,15.48,11.58,49.94,38.16,60.2,51,96.76,52.81,Primary,77618170,167387,31149,215.65,40.13,18.61
Russia,Africa,Low,12839490,40.73,21,52.3,1975,8059,34.26,8.42,0.15,54.72,39.39,15.99,36,74.3,36.17,Secondary,6375553,13749,2558,215.65,40.12,18.6
